httpRequest.latency,httpRequest.protocol,httpRequest.referer,httpRequest.remoteIp,httpRequest.requestMethod,httpRequest.requestSize,httpRequest.requestUrl,httpRequest.responseSize,httpRequest.serverIp,httpRequest.status,httpRequest.userAgent,insertId,labels.instanceId,logName,receiveLocation,receiveTimestamp,resource.labels.configuration_name,resource.labels.location,resource.labels.project_id,resource.labels.revision_name,resource.labels.service_name,resource.type,severity,spanId,timestamp,trace,traceSampled
41.892852075s,HTTP/1.1,,172.200.182.156,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.32.53,200,curl/7.81.0,67442f56000ad8ce1f9c731b,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T08:03:34.713711125Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,353d5cc123b0ba80,2024-11-25T08:02:52.809096Z,projects/charismatic-tea-434516-a5/traces/afc83eac31f368c5917f054b56403f29,true
41.487505960s,HTTP/1.1,,172.200.182.156,GET,260,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.38.53,200,curl/7.81.0,67442e57000041e279df4879,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T07:59:19.018803871Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,dfd4a876229b01e8,2024-11-25T07:58:37.519161Z,projects/charismatic-tea-434516-a5/traces/41a57298bc9ae80238ce7c43e5dad50b,true
42.049983644s,HTTP/1.1,,172.200.182.156,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.32.53,200,curl/7.81.0,67442d5600085e92cf9811ec,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T07:55:02.551734926Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,5bd0de1366702583,2024-11-25T07:54:20.484865Z,projects/charismatic-tea-434516-a5/traces/1cd83cdf92a17ce96a2e1e344b5544e4,true
42.831703330s,HTTP/1.1,,172.200.182.156,GET,259,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.32.53,200,curl/7.81.0,67442c55000662856b92a25e,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T07:50:45.423283618Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,4e98a43de8db45cb,2024-11-25T07:50:02.577582Z,projects/charismatic-tea-434516-a5/traces/0211fa2d96c45d1af99c67ef61d6e0c2,true
40.573488663s,HTTP/1.1,,172.200.182.156,GET,260,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.36.53,200,curl/7.81.0,67442b5400032bc03efa2d93,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T07:46:28.210102461Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,a0606a4e106d775f,2024-11-25T07:45:47.624586Z,projects/charismatic-tea-434516-a5/traces/bd101c257e12d4f8451daf818273d0a9,true
41.069463169s,HTTP/1.1,,172.200.182.156,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.36.53,200,curl/7.81.0,67442a54000c266882232830,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T07:42:12.801501790Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,1524415c75d14d7f,2024-11-25T07:41:31.710792Z,projects/charismatic-tea-434516-a5/traces/44a1f512d32de91fffead211e542f149,true
41.092187649s,HTTP/1.1,,172.200.182.156,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.34.53,200,curl/7.81.0,67442954000bc24bb92bc3d9,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T07:37:56.775009625Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,53ab3ca34ded1935,2024-11-25T07:37:15.669243Z,projects/charismatic-tea-434516-a5/traces/31a723df6cdd0f85d9e9fd67fa01bf91,true
41.161063999s,HTTP/1.1,,172.200.182.156,GET,260,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.32.53,200,curl/7.81.0,67442854000a9aee7c74c9df,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T07:33:40.700551782Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,eeff8292b7b014cb,2024-11-25T07:32:59.523958Z,projects/charismatic-tea-434516-a5/traces/b976751f6c1559a11eac199451419163,true
42.616115332s,HTTP/1.1,,168.62.241.127,GET,260,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.34.53,200,curl/7.81.0,67442763000bab10ed348304,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T07:29:39.767114424Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,af22d3411ccb77ee,2024-11-25T07:28:57.138166Z,projects/charismatic-tea-434516-a5/traces/7775ac355f7de1bcdccc2f40f11c79a3,true
41.965101696s,HTTP/1.1,,168.62.241.127,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.32.53,200,curl/7.81.0,6744266200061a4c6a81174b,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T07:25:22.402253264Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,d0475ab783ad28c9,2024-11-25T07:24:40.423636Z,projects/charismatic-tea-434516-a5/traces/f758e5ebecb965e20b58344eb9cad36d,true
42.179705727s,HTTP/1.1,,168.62.241.127,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.38.53,200,curl/7.81.0,67442561000a1818f8aafbb9,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T07:21:05.665674386Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,abbfe154bbba3784,2024-11-25T07:20:23.472883Z,projects/charismatic-tea-434516-a5/traces/34d84a1cf3cb5a6764d8744cf319a93b,true
41.823159255s,HTTP/1.1,,168.62.241.127,GET,260,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.32.53,200,curl/7.81.0,6744245f000ec8030f3d4d57,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T07:16:47.973622537Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,67787f7d637c9762,2024-11-25T07:16:06.134449Z,projects/charismatic-tea-434516-a5/traces/febf0da056f4e7ce8fa2199a1db81eb8,true
40.302324745s,HTTP/1.1,,168.62.241.127,GET,260,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.32.53,200,curl/7.81.0,6744235f000055aa2a4dc1f9,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T07:12:31.024613388Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,224377960b30bcdf,2024-11-25T07:11:50.709113Z,projects/charismatic-tea-434516-a5/traces/7153010703cf972b33a1fee03202abe4,true
42.306348627s,HTTP/1.1,,168.62.241.127,GET,260,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.32.53,200,curl/7.81.0,6744225f000eb3176e79fd53,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T07:08:15.968039382Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,97a0e72752c2ee6f,2024-11-25T07:07:33.648453Z,projects/charismatic-tea-434516-a5/traces/60ad7ff0ce6aae36a0d95bcebc1a2de7,true
41.093982666s,HTTP/1.1,,168.62.241.127,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.38.53,200,curl/7.81.0,6744215f00031353b3949833,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T07:03:59.205364911Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,2cb976158aa8a644,2024-11-25T07:03:18.096967Z,projects/charismatic-tea-434516-a5/traces/b8e4b4a842a28929770a4c96f3501784,true
43.200576794s,HTTP/1.1,,168.62.241.127,GET,260,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.38.53,200,curl/7.81.0,6744205e000bb7384760dc49,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T06:59:42.773444865Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,d28f541abc7648d4,2024-11-25T06:58:59.557416Z,projects/charismatic-tea-434516-a5/traces/86cd75555529b0b978460d80e9378327,true
42.678833161s,HTTP/1.1,,168.62.241.127,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.32.53,200,curl/7.81.0,67441f5c00086acf1717b4f3,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T06:55:24.556545006Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,a71b24075bf23bee,2024-11-25T06:54:41.861343Z,projects/charismatic-tea-434516-a5/traces/d4c6c462a873e6d07e3b9e4ce8428d6d,true
42.830139448s,HTTP/1.1,,168.62.241.127,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.32.53,200,curl/7.81.0,67441e5a000deb7459e932c6,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T06:51:06.917505738Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,f97bfe5caa7ba100,2024-11-25T06:50:24.071479Z,projects/charismatic-tea-434516-a5/traces/444716486715ba24ea4cdc9a300377e1,true
41.992987715s,HTTP/1.1,,172.183.210.137,GET,260,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.36.53,200,curl/7.81.0,674416a3000578e9497443ca,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T06:18:11.363053417Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,57ba60d2e02fc70f,2024-11-25T06:17:29.356527Z,projects/charismatic-tea-434516-a5/traces/8384f2e258681f02a894f5e8598e81e8,true
39.830580284s,HTTP/1.1,,172.183.210.137,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.34.53,200,curl/7.81.0,674415a2000673c98403d23e,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T06:13:54.426179282Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,1a81286aa97fd256,2024-11-25T06:13:14.582477Z,projects/charismatic-tea-434516-a5/traces/406a3d31916a6cfd2c3ea0cd468fdcc4,true
39.307249227s,HTTP/1.1,,172.183.210.137,GET,260,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.38.53,200,curl/7.81.0,674414a4000181dd6f1ec789,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T06:09:40.104180457Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,d0f24675c0f5cd8b,2024-11-25T06:09:00.782787Z,projects/charismatic-tea-434516-a5/traces/108ec237c81a893e449911ba1d0a22a8,true
40.852416416s,HTTP/1.1,,172.183.210.137,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.34.53,200,curl/7.81.0,674413a60009e865b44e94c8,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T06:05:26.652268978Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,c761dd801ceb0abb,2024-11-25T06:04:45.787744Z,projects/charismatic-tea-434516-a5/traces/c2afd074ef607e2ce64e53824c8778f0,true
40.978110043s,HTTP/1.1,,172.183.210.137,GET,260,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.34.53,200,curl/7.81.0,674412a70001aab9dce6ac2c,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T06:01:11.114155354Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,426e65fde13cf86a,2024-11-25T06:00:30.121106Z,projects/charismatic-tea-434516-a5/traces/97b94180bcb0864826ab078564aee744,true
40.500734548s,HTTP/1.1,,172.183.210.137,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.32.53,200,curl/7.81.0,674411a600001b7eeb1f2d67,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T05:56:54.011730244Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,85a5f80eea316193,2024-11-25T05:56:13.496387Z,projects/charismatic-tea-434516-a5/traces/b1f2ee384a48c6041e5bf540ef32d249,true
40.690605935s,HTTP/1.1,,172.183.210.137,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.38.53,200,curl/7.81.0,674410a6000ae2154563c483,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T05:52:38.717023516Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,02581dd359c569e7,2024-11-25T05:51:58.012966Z,projects/charismatic-tea-434516-a5/traces/deeb6f87d9e3cc0b0705c429e89bddcd,true
43.493447062s,HTTP/1.1,,172.183.210.137,GET,259,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.32.53,200,curl/7.81.0,67440fa7000a0d624b7bb167,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T05:48:23.665408284Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,a84fa37aa81c5fc1,2024-11-25T05:47:40.156260Z,projects/charismatic-tea-434516-a5/traces/f374cfec371d40629e4b133e88caccf3,true
40.514365848s,HTTP/1.1,,172.183.210.137,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.38.53,200,curl/7.81.0,67440ea5000ae927acddf048,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T05:44:05.720833941Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,b82ccaf5210195dd,2024-11-25T05:43:25.191674Z,projects/charismatic-tea-434516-a5/traces/9128945629125ac8e24721c80418459e,true
40.062771086s,HTTP/1.1,,172.183.210.137,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.32.53,200,curl/7.81.0,67440da50009fa5587c996d3,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T05:39:49.658606825Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,23d2bae49218866c,2024-11-25T05:39:09.580080Z,projects/charismatic-tea-434516-a5/traces/8c47e944f02585624d9b8ffdc4afe245,true
41.306215492s,HTTP/1.1,,52.159.144.213,GET,261,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.32.53,200,curl/7.81.0,674409a00007385679060ec1,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T05:22:40.477840680Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,b0e2896c3510eedb,2024-11-25T05:21:59.157234Z,projects/charismatic-tea-434516-a5/traces/63df23eae2c8707e468a4a0aeaab44ce,true
40.682089963s,HTTP/1.1,,52.159.144.213,GET,259,https://fannkuch-go-815005680514.europe-north1.run.app/,127,216.239.36.53,200,curl/7.81.0,674408a000027fe553181598,004940b3b82ee3a4dd631a6afb52e76af8c50a14b27f059c942bbadd7dcad4adfce662c9c2ef48b17c97adf701e01c26fb90454d43bcfcc67a19dc63d733fa29ac626900ad859c68f501d5b620,projects/charismatic-tea-434516-a5/logs/run.googleapis.com%2Frequests,,2024-11-25T05:18:24.168250039Z,fannkuch-go,europe-north1,charismatic-tea-434516-a5,fannkuch-go-00006-tds,fannkuch-go,cloud_run_revision,INFO,39d4be16a3b3cf31,2024-11-25T05:17:43.471720Z,projects/charismatic-tea-434516-a5/traces/c0bad3fa32e34b5dee7b00bf9e5e51b4,true
